age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
34,entrepreneur,married,tertiary,no,10,yes,no,unknown,26,may,120,2,-1,0,unknown,0
53,housemaid,married,primary,no,4,yes,no,telephone,15,jul,58,7,-1,0,unknown,0
53,blue-collar,married,primary,no,3115,yes,no,unknown,20,jun,11,19,-1,0,unknown,0
26,blue-collar,married,secondary,no,889,yes,no,cellular,18,jul,172,3,-1,0,unknown,0
34,technician,married,secondary,no,0,yes,no,cellular,12,aug,112,4,-1,0,unknown,0
45,blue-collar,married,secondary,no,547,no,no,unknown,18,jun,112,8,-1,0,unknown,0
52,management,married,tertiary,no,2228,yes,no,cellular,17,nov,442,2,-1,0,unknown,0
58,technician,married,tertiary,no,-1,no,no,unknown,11,jun,122,4,-1,0,unknown,0
21,student,single,tertiary,no,691,no,no,cellular,27,may,185,1,-1,0,unknown,1
28,blue-collar,single,primary,no,7073,yes,no,cellular,14,may,437,2,298,6,failure,0
56,management,married,tertiary,no,469,no,no,cellular,14,aug,111,2,-1,0,unknown,0
36,technician,single,secondary,no,816,yes,yes,cellular,22,jul,153,7,-1,0,unknown,0
41,blue-collar,married,secondary,no,781,yes,no,unknown,14,may,139,1,-1,0,unknown,0
55,entrepreneur,married,secondary,no,0,yes,no,unknown,29,may,135,2,-1,0,unknown,0
36,management,single,tertiary,no,635,no,no,cellular,18,aug,111,2,-1,0,unknown,0
54,blue-collar,married,secondary,no,1198,yes,no,cellular,17,nov,150,1,-1,0,unknown,0
52,management,divorced,tertiary,no,2125,yes,yes,cellular,29,jan,122,1,265,1,failure,0
41,housemaid,married,primary,no,1491,no,no,unknown,9,jun,89,3,-1,0,unknown,0
30,blue-collar,married,secondary,no,3111,yes,no,unknown,20,may,83,2,-1,0,unknown,0
40,admin.,married,secondary,no,5349,yes,no,unknown,6,jun,442,1,-1,0,unknown,0
52,admin.,married,secondary,no,-732,yes,yes,unknown,8,may,7,1,-1,0,unknown,0
62,retired,single,secondary,no,1495,no,no,cellular,13,oct,227,1,-1,0,unknown,1
37,management,single,tertiary,no,0,no,no,cellular,20,aug,24,4,-1,0,unknown,0
30,blue-collar,married,secondary,no,783,no,no,unknown,21,may,558,4,-1,0,unknown,0
44,blue-collar,married,primary,no,762,yes,no,unknown,14,may,230,1,-1,0,unknown,0
52,technician,single,secondary,no,1536,yes,no,cellular,9,jul,129,1,-1,0,unknown,0
40,technician,married,secondary,no,2124,yes,yes,cellular,21,jul,125,4,-1,0,unknown,0
52,services,married,tertiary,no,1187,no,no,cellular,28,jan,71,1,-1,0,unknown,0
37,services,married,secondary,no,714,yes,no,cellular,11,may,200,1,-1,0,unknown,0
47,technician,married,secondary,no,8,no,no,cellular,11,aug,101,2,-1,0,unknown,0
32,self-employed,single,tertiary,no,2784,no,no,unknown,18,jun,85,1,-1,0,unknown,0
33,technician,married,tertiary,no,599,no,no,cellular,7,aug,508,5,-1,0,unknown,0
37,management,single,tertiary,no,1615,yes,no,cellular,15,may,958,1,179,4,failure,1
34,admin.,married,secondary,no,643,yes,no,cellular,8,may,74,1,-1,0,unknown,0
44,blue-collar,divorced,primary,no,23,yes,no,unknown,19,may,135,2,-1,0,unknown,0
48,blue-collar,married,secondary,no,602,yes,no,unknown,12,jun,680,2,-1,0,unknown,0
46,housemaid,divorced,primary,no,2455,yes,no,cellular,22,jul,90,7,-1,0,unknown,0
37,services,single,secondary,no,0,no,no,unknown,9,jun,103,4,-1,0,unknown,0
36,technician,single,secondary,no,0,no,no,cellular,21,aug,173,2,-1,0,unknown,0
52,admin.,divorced,secondary,no,989,yes,yes,unknown,15,may,246,3,-1,0,unknown,0
31,management,married,tertiary,no,1570,no,no,cellular,12,aug,50,3,-1,0,unknown,0
54,technician,married,secondary,no,0,no,no,cellular,26,aug,103,4,-1,0,unknown,0
56,unemployed,married,secondary,no,4,no,yes,cellular,18,feb,394,1,-1,0,unknown,1
32,technician,single,secondary,no,725,no,no,cellular,21,aug,131,2,-1,0,unknown,0
38,technician,married,tertiary,no,2929,yes,no,unknown,20,may,143,1,-1,0,unknown,0
50,services,married,primary,no,879,yes,no,telephone,15,may,513,5,-1,0,unknown,0
31,services,married,secondary,no,8486,yes,no,cellular,20,nov,543,1,-1,0,unknown,0
52,self-employed,single,secondary,no,1255,no,no,cellular,27,aug,18,8,-1,0,unknown,0
60,blue-collar,married,primary,no,1623,no,yes,unknown,29,may,153,1,-1,0,unknown,0
37,blue-collar,divorced,primary,no,1301,no,no,cellular,21,nov,58,3,-1,0,unknown,0
44,unemployed,married,secondary,no,-233,yes,no,unknown,29,may,140,2,-1,0,unknown,0
37,management,divorced,tertiary,no,1433,yes,no,unknown,21,may,134,1,-1,0,unknown,0
42,management,divorced,secondary,yes,0,no,no,cellular,9,feb,218,2,213,1,other,0
31,technician,married,secondary,no,959,yes,yes,cellular,20,nov,518,1,-1,0,unknown,0
37,blue-collar,single,secondary,no,5,yes,yes,cellular,13,may,673,2,370,1,other,0
42,admin.,married,secondary,no,0,yes,yes,unknown,14,may,124,1,-1,0,unknown,0
44,services,divorced,secondary,no,-181,yes,no,unknown,7,may,297,3,-1,0,unknown,0
48,technician,divorced,tertiary,no,3,yes,yes,unknown,7,may,166,5,-1,0,unknown,0
28,admin.,single,secondary,no,879,no,no,cellular,27,aug,86,4,-1,0,unknown,0
35,blue-collar,married,primary,no,3835,yes,no,cellular,12,may,8,7,-1,0,unknown,0
40,technician,married,secondary,no,527,yes,no,unknown,3,jun,676,2,-1,0,unknown,0
38,technician,married,tertiary,no,677,yes,no,unknown,20,may,124,2,-1,0,unknown,0
37,technician,single,secondary,no,38,no,no,cellular,29,aug,101,2,-1,0,unknown,0
46,management,married,tertiary,no,0,yes,no,cellular,10,jul,111,1,-1,0,unknown,0
38,management,married,tertiary,no,3160,yes,no,unknown,28,may,125,1,-1,0,unknown,0
36,management,married,tertiary,no,690,yes,no,unknown,27,may,126,1,-1,0,unknown,0
23,admin.,single,secondary,no,1565,yes,no,unknown,12,jun,489,2,-1,0,unknown,1
33,management,single,tertiary,no,3576,no,no,cellular,19,aug,108,4,-1,0,unknown,0
32,admin.,single,secondary,no,2711,yes,no,cellular,20,apr,224,1,-1,0,unknown,0
31,management,single,tertiary,no,0,no,no,cellular,5,jun,93,2,-1,0,unknown,0
44,blue-collar,divorced,secondary,no,1040,yes,yes,cellular,11,may,543,4,-1,0,unknown,0
60,retired,married,secondary,no,2058,yes,no,cellular,11,may,585,1,325,4,failure,0
42,technician,single,unknown,no,1211,no,no,unknown,5,may,775,2,-1,0,unknown,1
29,management,single,tertiary,no,1068,yes,no,cellular,7,may,105,1,-1,0,unknown,0
45,management,married,tertiary,no,840,no,no,cellular,28,jan,112,1,-1,0,unknown,0
56,blue-collar,married,primary,no,1232,no,no,cellular,20,aug,97,2,-1,0,unknown,0
38,technician,married,secondary,no,393,no,no,cellular,29,aug,87,2,-1,0,unknown,0
39,blue-collar,single,secondary,no,-10,yes,no,unknown,28,may,135,3,-1,0,unknown,0
41,services,divorced,secondary,no,871,yes,no,cellular,12,may,315,1,-1,0,unknown,1
86,retired,married,primary,no,962,no,no,cellular,14,apr,226,1,-1,0,unknown,0
24,admin.,single,secondary,no,454,yes,no,cellular,15,may,331,1,-1,0,unknown,0
41,blue-collar,married,primary,no,2067,yes,no,cellular,11,may,427,1,-1,0,unknown,0
40,retired,married,primary,no,9160,no,no,cellular,6,aug,103,1,-1,0,unknown,0
50,blue-collar,married,primary,no,604,no,no,cellular,12,aug,860,1,-1,0,unknown,1
45,blue-collar,married,secondary,no,0,no,no,cellular,22,aug,145,2,-1,0,unknown,0
32,technician,married,secondary,no,492,yes,no,cellular,8,aug,85,2,-1,0,unknown,0
51,technician,divorced,secondary,no,0,no,no,cellular,29,aug,216,2,-1,0,unknown,0
31,unemployed,single,secondary,no,1242,yes,no,unknown,3,jun,91,2,-1,0,unknown,0
49,admin.,married,secondary,no,0,no,no,telephone,31,jul,77,4,-1,0,unknown,0
56,blue-collar,divorced,primary,no,1704,no,no,unknown,6,jun,124,2,-1,0,unknown,0
52,unemployed,married,primary,no,553,no,no,cellular,5,feb,119,5,-1,0,unknown,0
33,management,married,tertiary,no,849,no,no,cellular,25,aug,67,6,-1,0,unknown,0
27,technician,single,secondary,no,1327,no,no,telephone,8,sep,229,1,92,1,success,1
56,technician,married,unknown,no,1663,yes,no,unknown,19,may,442,1,-1,0,unknown,0
24,blue-collar,married,secondary,no,4982,yes,yes,cellular,21,jul,1143,1,-1,0,unknown,0
50,management,married,tertiary,no,0,no,no,cellular,20,nov,59,3,-1,0,unknown,0
53,blue-collar,married,primary,no,687,yes,no,cellular,9,apr,574,1,-1,0,unknown,0
43,entrepreneur,married,tertiary,no,20,yes,no,cellular,18,jul,106,4,-1,0,unknown,0
33,blue-collar,married,primary,no,459,yes,yes,cellular,15,may,613,3,-1,0,unknown,0
40,technician,married,secondary,no,431,yes,no,unknown,27,may,431,2,-1,0,unknown,0
26,technician,single,secondary,no,979,yes,yes,cellular,1,jun,453,1,-1,0,unknown,1
27,student,single,secondary,no,5474,no,no,cellular,2,apr,527,4,-1,0,unknown,0
39,technician,married,secondary,no,-17,yes,no,cellular,10,jul,434,1,-1,0,unknown,0
44,blue-collar,married,secondary,no,683,yes,no,unknown,5,may,8,7,-1,0,unknown,0
41,management,married,tertiary,no,1624,yes,no,cellular,29,jul,767,2,-1,0,unknown,1
34,management,married,tertiary,no,1310,yes,no,cellular,17,feb,618,3,158,5,other,0
31,technician,single,secondary,no,0,no,no,cellular,25,aug,106,4,-1,0,unknown,0
36,blue-collar,single,secondary,no,679,no,no,cellular,11,aug,733,3,-1,0,unknown,0
36,technician,single,tertiary,no,0,yes,no,cellular,5,feb,39,1,-1,0,unknown,0
52,management,married,tertiary,no,1073,no,no,cellular,28,jan,82,1,-1,0,unknown,0
29,admin.,single,secondary,no,1261,no,no,cellular,5,feb,50,1,-1,0,unknown,0
60,management,married,secondary,no,657,no,no,telephone,22,aug,67,1,-1,0,unknown,0
31,services,married,secondary,no,774,yes,no,cellular,17,apr,997,1,-1,0,unknown,1
43,management,single,tertiary,no,1132,yes,no,unknown,3,jun,140,1,-1,0,unknown,0
36,technician,married,secondary,no,1887,no,no,unknown,26,may,127,1,-1,0,unknown,0
55,self-employed,married,tertiary,no,1115,yes,no,unknown,19,jun,122,4,-1,0,unknown,0
33,management,single,tertiary,no,100,yes,no,cellular,4,feb,125,1,-1,0,unknown,0
31,blue-collar,married,secondary,no,48,yes,no,unknown,6,may,690,2,-1,0,unknown,0
37,technician,married,secondary,no,0,no,no,cellular,29,aug,63,2,-1,0,unknown,0
39,admin.,single,secondary,no,223,yes,no,cellular,4,feb,769,2,-1,0,unknown,0
42,technician,married,secondary,no,1053,no,yes,cellular,27,aug,153,9,-1,0,unknown,0
43,blue-collar,married,secondary,no,-37,yes,no,unknown,5,jun,160,8,-1,0,unknown,0
50,services,married,secondary,no,-406,no,yes,cellular,8,jul,152,3,-1,0,unknown,0
43,blue-collar,married,secondary,no,0,no,no,cellular,30,jul,67,3,-1,0,unknown,0
31,self-employed,single,tertiary,no,623,yes,no,cellular,15,may,317,2,-1,0,unknown,0
55,management,married,secondary,no,673,no,no,unknown,20,jun,103,2,-1,0,unknown,0
31,entrepreneur,married,secondary,yes,0,yes,no,cellular,11,may,562,6,-1,0,unknown,1
40,management,married,tertiary,no,1242,no,no,unknown,2,jul,143,1,-1,0,unknown,0
58,entrepreneur,married,tertiary,no,0,no,no,unknown,6,jun,431,2,-1,0,unknown,0
30,admin.,married,tertiary,no,0,no,yes,cellular,2,feb,62,4,-1,0,unknown,0
46,management,single,tertiary,no,1347,no,no,cellular,30,apr,113,2,-1,0,unknown,0
33,management,single,tertiary,no,1778,no,no,cellular,13,aug,1241,1,-1,0,unknown,1
40,management,married,tertiary,no,1832,yes,no,unknown,15,may,607,1,-1,0,unknown,0
35,management,married,tertiary,no,753,no,no,cellular,16,apr,76,16,-1,0,unknown,0
33,services,married,secondary,no,1342,yes,no,unknown,28,may,100,3,-1,0,unknown,0
50,management,married,tertiary,no,1534,no,no,cellular,25,aug,1130,6,-1,0,unknown,1
29,blue-collar,single,secondary,no,-835,yes,no,cellular,15,may,184,1,-1,0,unknown,0
36,admin.,married,secondary,no,1595,yes,no,cellular,9,jul,102,1,-1,0,unknown,0
53,housemaid,divorced,secondary,no,1335,no,no,unknown,20,jun,6,1,-1,0,unknown,0
34,admin.,single,secondary,no,855,yes,no,cellular,30,apr,123,1,-1,0,unknown,0
47,technician,married,secondary,no,1746,yes,no,cellular,7,may,816,1,-1,0,unknown,0
39,admin.,married,primary,no,442,yes,yes,unknown,28,may,449,3,-1,0,unknown,0
32,blue-collar,married,secondary,no,631,yes,no,unknown,19,may,185,11,-1,0,unknown,0
53,management,divorced,tertiary,no,2611,yes,no,unknown,30,may,152,3,-1,0,unknown,0
43,management,married,tertiary,no,8669,yes,no,cellular,20,nov,757,2,185,5,failure,0
30,admin.,single,secondary,no,8558,yes,no,cellular,20,apr,528,2,-1,0,unknown,0
26,entrepreneur,single,tertiary,no,677,no,no,cellular,14,may,622,1,-1,0,unknown,1
49,management,married,tertiary,no,0,yes,no,cellular,14,jul,83,3,-1,0,unknown,0
32,admin.,single,tertiary,no,991,no,no,cellular,9,jul,297,1,-1,0,unknown,0
34,blue-collar,married,primary,no,-5,yes,no,unknown,6,may,306,3,-1,0,unknown,0
29,admin.,married,secondary,no,1,yes,no,unknown,3,jun,75,2,-1,0,unknown,0
39,blue-collar,married,primary,no,607,yes,no,cellular,20,apr,255,1,-1,0,unknown,0
30,technician,married,tertiary,no,2552,no,no,cellular,21,nov,102,1,113,1,other,0
54,blue-collar,married,primary,no,5060,yes,no,unknown,13,may,513,1,-1,0,unknown,0
37,entrepreneur,married,tertiary,no,2249,yes,yes,unknown,19,may,138,1,-1,0,unknown,0
38,management,married,tertiary,no,634,no,no,cellular,22,aug,102,2,-1,0,unknown,0
58,blue-collar,married,primary,no,791,yes,no,telephone,15,jun,139,3,-1,0,unknown,0
35,management,single,tertiary,no,796,yes,yes,cellular,28,jan,68,1,-1,0,unknown,0
30,management,divorced,tertiary,no,2,yes,no,cellular,15,may,126,1,-1,0,unknown,0
31,services,married,secondary,no,0,yes,no,cellular,21,jul,397,1,-1,0,unknown,0
33,services,single,secondary,no,468,yes,no,cellular,14,may,66,1,352,1,failure,0
48,housemaid,single,tertiary,no,3232,no,no,cellular,12,aug,771,2,-1,0,unknown,1
54,blue-collar,married,secondary,no,2236,yes,no,unknown,15,may,527,1,-1,0,unknown,0
26,unemployed,single,tertiary,no,1531,no,no,cellular,23,apr,569,2,-1,0,unknown,1
52,entrepreneur,married,secondary,no,687,yes,yes,unknown,5,may,179,1,-1,0,unknown,0
37,services,married,secondary,no,-100,yes,no,cellular,31,jul,136,3,-1,0,unknown,0
39,blue-collar,married,primary,no,469,yes,no,cellular,13,may,6,1,-1,0,unknown,0
33,management,married,tertiary,no,605,yes,no,unknown,23,may,49,2,-1,0,unknown,0
34,blue-collar,single,primary,no,681,yes,no,cellular,3,feb,13,8,-1,0,unknown,0
55,blue-collar,married,tertiary,no,0,yes,no,unknown,5,may,85,1,-1,0,unknown,0
54,admin.,married,secondary,no,3460,no,yes,cellular,15,jul,651,2,-1,0,unknown,0
57,management,married,tertiary,no,1356,no,no,cellular,14,aug,897,1,-1,0,unknown,1
57,management,married,tertiary,no,8963,no,no,cellular,21,nov,36,2,-1,0,unknown,0
29,blue-collar,single,secondary,no,895,no,no,cellular,28,jan,123,2,-1,0,unknown,0
47,blue-collar,married,secondary,no,1794,yes,no,unknown,19,may,107,2,-1,0,unknown,0
33,admin.,married,secondary,no,-299,yes,no,cellular,15,jul,171,4,-1,0,unknown,0
32,admin.,married,secondary,no,0,yes,no,cellular,24,jul,117,4,-1,0,unknown,0
30,blue-collar,single,secondary,no,228,yes,no,cellular,6,may,605,2,-1,0,unknown,0
38,management,single,tertiary,no,10583,no,no,cellular,21,oct,278,1,183,3,success,1
45,management,married,tertiary,no,9864,no,no,cellular,5,may,125,1,-1,0,unknown,0
41,technician,married,tertiary,no,561,no,no,unknown,11,jun,546,2,-1,0,unknown,0
36,technician,single,secondary,no,-63,yes,no,cellular,18,may,30,2,-1,0,unknown,0
22,unemployed,single,secondary,no,6963,no,no,cellular,18,sep,201,1,-1,0,unknown,1
39,technician,divorced,secondary,no,511,yes,no,unknown,28,may,76,4,-1,0,unknown,0
47,self-employed,married,primary,no,677,yes,no,unknown,13,may,198,2,-1,0,unknown,0
33,management,married,tertiary,no,13014,yes,no,cellular,19,nov,88,2,-1,0,unknown,0
35,admin.,married,secondary,no,1283,yes,yes,unknown,29,may,151,6,-1,0,unknown,0
54,management,married,tertiary,no,0,no,no,cellular,12,aug,97,4,-1,0,unknown,0
52,technician,married,secondary,no,2226,no,no,cellular,7,aug,131,2,-1,0,unknown,0
58,blue-collar,divorced,primary,no,0,no,no,cellular,28,aug,76,4,-1,0,unknown,0
41,blue-collar,married,primary,no,-204,yes,yes,unknown,2,jun,42,1,-1,0,unknown,0
55,management,married,tertiary,no,725,no,no,cellular,14,aug,523,3,-1,0,unknown,1
23,student,single,secondary,no,687,yes,no,unknown,16,may,170,1,-1,0,unknown,0
30,services,married,secondary,no,906,no,no,cellular,29,jan,320,2,-1,0,unknown,0
33,blue-collar,married,secondary,no,-288,yes,no,unknown,28,may,193,6,-1,0,unknown,0
47,services,married,secondary,no,-388,yes,no,unknown,8,may,211,1,-1,0,unknown,0
30,management,single,tertiary,no,816,no,no,cellular,19,nov,139,1,-1,0,unknown,0
31,technician,single,secondary,no,30,no,no,cellular,29,aug,150,2,-1,0,unknown,0
62,admin.,married,secondary,no,1495,no,no,cellular,10,sep,139,2,-1,0,unknown,0
51,management,married,tertiary,no,3730,no,no,cellular,31,jul,86,12,-1,0,unknown,0
32,management,single,tertiary,no,0,no,no,cellular,27,aug,98,4,-1,0,unknown,0
29,management,single,tertiary,no,2744,no,no,cellular,2,jun,121,1,-1,0,unknown,0
52,admin.,married,secondary,no,-56,yes,no,unknown,5,may,151,1,-1,0,unknown,0
42,services,married,secondary,no,2671,yes,yes,cellular,11,jul,633,7,-1,0,unknown,0
32,blue-collar,married,secondary,no,101,yes,no,unknown,6,may,109,2,-1,0,unknown,0
46,blue-collar,married,secondary,no,778,yes,no,unknown,15,may,468,3,-1,0,unknown,0
37,management,married,tertiary,no,759,no,no,cellular,28,aug,63,6,-1,0,unknown,0
58,management,married,tertiary,no,3165,no,no,unknown,9,jun,84,6,-1,0,unknown,0
36,management,single,tertiary,no,0,yes,no,cellular,21,aug,132,4,-1,0,unknown,0
44,management,single,tertiary,no,5063,no,no,cellular,7,aug,115,1,-1,0,unknown,1
48,blue-collar,married,primary,no,647,yes,no,cellular,11,may,8,6,-1,0,unknown,0
40,management,married,tertiary,no,2278,yes,yes,unknown,16,may,556,2,-1,0,unknown,0
44,management,married,tertiary,no,1246,no,no,cellular,13,aug,101,5,-1,0,unknown,0
53,retired,married,unknown,no,0,no,no,unknown,26,jun,136,5,-1,0,unknown,0
29,admin.,married,secondary,no,192,no,no,cellular,23,jul,123,1,-1,0,unknown,0
33,technician,single,secondary,no,671,no,no,cellular,14,aug,98,2,-1,0,unknown,0
26,blue-collar,single,secondary,no,-39,yes,no,cellular,17,jul,38,1,-1,0,unknown,0
45,services,married,secondary,no,488,no,no,cellular,25,aug,73,5,-1,0,unknown,0
35,entrepreneur,divorced,tertiary,no,579,no,no,unknown,3,jun,8,1,-1,0,unknown,0
37,technician,divorced,tertiary,no,1413,yes,no,cellular,21,jul,175,5,-1,0,unknown,0
45,services,married,secondary,no,985,no,yes,cellular,2,feb,577,1,-1,0,unknown,0
47,technician,married,secondary,no,642,no,no,cellular,6,aug,662,4,-1,0,unknown,0
34,technician,married,secondary,no,543,yes,no,cellular,11,jul,141,1,-1,0,unknown,0
50,admin.,married,secondary,no,0,no,no,cellular,31,jul,85,2,-1,0,unknown,0
45,self-employed,married,tertiary,no,5462,no,no,cellular,3,feb,689,1,-1,0,unknown,1
36,management,divorced,tertiary,no,1483,no,no,cellular,8,aug,116,10,-1,0,unknown,0
36,unemployed,married,primary,no,0,no,no,cellular,31,jul,108,15,-1,0,unknown,0
35,management,married,tertiary,no,1474,yes,no,unknown,20,may,509,3,-1,0,unknown,0
28,admin.,married,secondary,no,507,yes,no,cellular,16,jun,96,2,317,6,failure,0
32,blue-collar,single,secondary,no,1791,no,no,cellular,29,oct,156,1,-1,0,unknown,1
34,management,married,secondary,no,1484,no,no,cellular,12,aug,627,11,192,1,other,1
56,admin.,married,primary,no,2847,yes,no,telephone,18,jul,41,3,-1,0,unknown,0
44,self-employed,married,tertiary,no,775,no,no,cellular,27,aug,78,7,-1,0,unknown,0
27,technician,single,secondary,no,5862,no,no,cellular,9,dec,164,5,-1,0,unknown,0
35,technician,married,tertiary,no,-718,yes,no,unknown,20,jun,11,20,-1,0,unknown,0
39,technician,single,tertiary,no,933,yes,no,unknown,16,jun,178,10,-1,0,unknown,0
35,self-employed,single,tertiary,no,2235,no,no,cellular,18,nov,112,2,-1,0,unknown,0
52,blue-collar,married,secondary,no,130,yes,no,unknown,6,may,143,1,-1,0,unknown,0
32,blue-collar,married,secondary,no,3,yes,no,unknown,23,may,148,3,-1,0,unknown,0
43,blue-collar,married,unknown,no,3465,yes,no,unknown,28,may,440,9,-1,0,unknown,0
35,admin.,married,secondary,no,-267,yes,yes,unknown,27,may,102,1,-1,0,unknown,0
35,admin.,married,secondary,no,-388,yes,yes,unknown,28,may,135,2,-1,0,unknown,0
70,retired,single,secondary,no,2626,no,no,cellular,2,jul,253,1,147,5,failure,1
44,blue-collar,married,secondary,no,870,no,yes,unknown,11,jun,161,1,-1,0,unknown,0
37,admin.,single,secondary,no,787,no,no,unknown,9,jun,48,1,-1,0,unknown,0
32,services,married,secondary,no,-258,yes,no,cellular,16,apr,157,1,-1,0,unknown,0
